"last_name, first_name","player_id","year","babip"
"Taylor, Chris","621035","2021",".337"
"Correa, Carlos","621043","2021",".308"
"Stewart, DJ","621466","2021",".254"
"Wisdom, Patrick","621550","2021",".318"
"Wendle, Joey","621563","2021",".327"
"Olson, Matt","621566","2021",".269"
"Duffy, Matt","622110","2021",".351"
"Margot, Manuel","622534","2021",".281"
"Bote, David","623520","2021",".235"
"Ramírez, Harold","623912","2021",".301"
"Santander, Anthony","623993","2021",".275"
"Alonso, Pete","624413","2021",".274"
"Conforto, Michael","624424","2021",".276"
"Frazier, Adam","624428","2021",".339"
"Trevino, Jose","624431","2021",".279"
"Soler, Jorge","624585","2021",".250"
"Sosa, Edmundo","624641","2021",".326"
"Heredia, Guillermo","628338","2021",".282"
"Cronenworth, Jake","630105","2021",".283"
"Meadows, Austin","640457","2021",".249"
"Anderson, Tim","641313","2021",".372"
"Bauers, Jake","641343","2021",".275"
"Bellinger, Cody","641355","2021",".196"
"Crawford, J.P.","641487","2021",".320"
"Dozier, Hunter","641531","2021",".276"
"Hampson, Garrett","641658","2021",".291"
"Mancini III, Trey","641820","2021",".308"
"McKinney, Billy","641856","2021",".235"
"McMahon, Ryan","641857","2021",".306"
"O'Neill, Tyler","641933","2021",".366"
"Smith, Dominic","642086","2021",".298"
"Tellez, Rowdy","642133","2021",".275"
"VanMeter, Josh","642165","2021",".278"
"Rosario, Amed","642708","2021",".340"
"Adames, Willy","642715","2021",".331"
"Benintendi, Andrew","643217","2021",".309"
"Kemp, Tony","643393","2021",".304"
"Kiner-Falefa, Isiah","643396","2021",".304"
"McNeil, Jeff","643446","2021",".280"
"Albies, Ozzie","645277","2021",".278"
"Robles, Victor","645302","2021",".271"
"Devers, Rafael","646240","2021",".307"
"Toro, Abraham","647351","2021",".254"
"Díaz, Aledmys","649557","2021",".304"
"Urías, Luis","649966","2021",".280"
"Arraez, Luis","650333","2021",".323"
"Torres, Gleyber","650402","2021",".314"
"Castro, Willi","650489","2021",".275"
"Díaz, Yandy","650490","2021",".286"
"Chapman, Matt","656305","2021",".272"
"Hoskins, Rhys","656555","2021",".270"
"Mullins II, Cedric","656775","2021",".322"
"Schwarber, Kyle","656941","2021",".306"
"Smith, Pavin","656976","2021",".319"
"Verdugo, Alex","657077","2021",".327"
"DeJong, Paul","657557","2021",".216"
"Laureano, Ramón","657656","2021",".304"
"Moncada, Yoán","660162","2021",".350"
"Ohtani, Shohei","660271","2021",".303"
"Acuña Jr., Ronald","660670","2021",".311"
"Varsho, Daulton","662139","2021",".286"
"Riley, Austin","663586","2021",".368"
"Larnach, Trevor","663616","2021",".338"
"Mountcastle, Ryan","663624","2021",".297"
"Hayes, Ke'Bryan","663647","2021",".321"
"Tucker, Kyle","663656","2021",".304"
"India, Jonathan","663697","2021",".326"
"Grisham, Trent","663757","2021",".292"
"Stephenson, Tyler","663886","2021",".333"
"Rodgers, Brendan","663898","2021",".328"
"Lowe, Nathaniel","663993","2021",".339"
"Happ, Ian","664023","2021",".281"
"France, Ty","664034","2021",".327"
"Lowe, Brandon","664040","2021",".280"
"Bader, Harrison","664056","2021",".306"
"Fletcher, David","664058","2021",".287"
"Moore, Dylan","664238","2021",".229"
"Straw, Myles","664702","2021",".336"
"Bohm, Alec","664761","2021",".327"
"Wade Jr., LaMonte","664774","2021",".289"
"Brown, Seth","664913","2021",".230"
"Walsh, Jared","665120","2021",".335"
"Tatis Jr., Fernando","665487","2021",".324"
"Guerrero Jr., Vladimir","665489","2021",".313"
"Soto, Juan","665742","2021",".332"
"Chisholm Jr., Jazz","665862","2021",".319"
"Lux, Gavin","666158","2021",".300"
"Bichette, Bo","666182","2021",".339"
"Carlson, Dylan","666185","2021",".332"
"Dalbec, Bobby","666915","2021",".316"
"García, Adolis","666969","2021",".306"
"Gurriel Jr., Lourdes","666971","2021",".305"
"Arozarena, Randy","668227","2021",".363"
"Baddoo, Akil","668731","2021",".335"
"Reynolds, Bryan","668804","2021",".345"
"Rojas, Josh","668942","2021",".345"
"Murphy, Sean","669221","2021",".257"
"Edman, Tommy","669242","2021",".291"
"Solak, Nick","669256","2021",".292"
"Smith, Will","669257","2021",".274"
"Hays, Austin","669720","2021",".286"
"Lopez, Nicky","670032","2021",".347"
"Alvarez, Yordan","670541","2021",".320"
"Kelenic, Jarred","672284","2021",".216"
"McCormick, Chas","676801","2021",".341"
"Franco, Wander","677551","2021",".311"
"Vaughn, Andrew","683734","2021",".271"
"Pujols, Albert","405395","2022",".252"
"Cabrera, Miguel","408234","2022",".324"
"Cruz Jr., Nelson","443558","2022",".295"
"Peralta, David","444482","2022",".307"
"Blackmon, Charlie","453568","2022",".304"
"Maldonado, Martín","455117","2022",".228"
"Solano, Donovan","456781","2022",".349"
"McCutchen, Andrew","457705","2022",".278"
"Turner, Justin","457759","2022",".313"
"Votto, Joey","458015","2022",".257"
"Andrus, Elvis","462101","2022",".272"
"Santana, Carlos","467793","2022",".209"
"Gurriel Jr., Yuli","493329","2022",".266"
"Rojas, Miguel","500743","2022",".258"
"Escobar, Eduardo","500871","2022",".281"
"Pham, Tommy","502054","2022",".304"
"Martinez, J.D.","502110","2022",".345"
"Goldschmidt, Paul","502671","2022",".368"
"Altuve, Jose","514888","2022",".315"
"Hernández, César","514917","2022",".309"
"Segura, Jean","516416","2022",".307"
"Marte, Starling","516782","2022",".340"
"d'Arnaud, Travis","518595","2022",".306"
"Donaldson, Josh","518626","2022",".283"
"Freeman, Freddie","518692","2022",".359"
"Grandal, Yasmani","518735","2022",".249"
"LeMahieu, DJ","518934","2022",".285"
"Rizzo, Anthony","519203","2022",".216"
"Stanton, Giancarlo","519317","2022",".227"
"Perez, Salvador","521692","2022",".285"
"Flores, Wilmer","527038","2022",".246"
"García, Avisaíl","541645","2022",".298"
"Bethancourt, Christian","542194","2022",".304"
"Ozuna, Marcell","542303","2022",".252"
"Ortega, Rafael","542364","2022",".285"
"Aguilar, Jesús","542583","2022",".278"
"Berti, Jon","542932","2022",".308"
"Crawford, Brandon","543063","2022",".280"
"Cron, C.J.","543068","2022",".307"
"Grossman, Robbie","543257","2022",".283"
"Harrison, Josh","543281","2022",".297"
"Hicks, Aaron","543305","2022",".279"
"Hosmer, Eric","543333","2022",".304"
"Nola, Austin","543592","2022",".284"
"Semien, Marcus","543760","2022",".263"
"Springer III, George","543807","2022",".285"
"Vázquez, Christian","543877","2022",".310"
"Wong, Kolten","543939","2022",".280"
"Garcia, Leury","544725","2022",".255"
"Grichuk, Randal","545341","2022",".309"
"Stassi, Max","545358","2022",".239"
"Trout, Mike","545361","2022",".323"
"Harper, Bryce","547180","2022",".324"
"Abreu, José","547989","2022",".350"
"Díaz, Elias","553869","2022",".270"
"Suárez, Eugenio","553993","2022",".302"
"Urshela, Gio","570482","2022",".326"
"Schoop, Jonathan","570731","2022",".234"
"Arenado, Nolan","571448","2022",".290"
"Barnhart, Tucker","571466","2022",".296"
"Farmer, Kyle","571657","2022",".286"
"Hernández, Enrique","571771","2022",".257"
"Muncy, Max","571970","2022",".227"
"Naquin, Tyler","571980","2022",".291"
"Pollock, AJ","572041","2022",".278"
"Taylor, Michael A.","572191","2022",".321"
"Voit III, Luke","572228","2022",".298"
"Walker, Christian","572233","2022",".248"
"Ruf, Darin","573131","2022",".258"
"Yastrzemski, Mike","573262","2022",".261"
"Contreras, Willson","575929","2022",".270"
"Iglesias, Jose","578428","2022",".326"
"Canha, Mark","592192","2022",".309"
"Castellanos, Nick","592206","2022",".326"
"Drury, Brandon","592273","2022",".293"
"Gamel, Ben","592325","2022",".291"
"Judge, Aaron","592450","2022",".340"
"Machado, Manny","592518","2022",".337"
"Pederson, Joc","592626","2022",".310"
"Realmuto, J.T.","592663","2022",".318"
"Renfroe, Hunter","592669","2022",".281"
"Yelich, Christian","592885","2022",".327"
"Merrifield, Whit","593160","2022",".276"
"Bogaerts, Xander","593428","2022",".362"
"Polanco, Jorge","593871","2022",".269"
"Calhoun, Kole","594777","2022",".263"
"Duvall, Adam","594807","2022",".278"
"Profar, Jurickson","595777","2022",".272"
"Báez, Javier","595879","2022",".292"
"Hedges, Austin","595978","2022",".193"
"Lindor, Francisco","596019","2022",".301"
"Odor, Rougned","596059","2022",".244"
"Slater, Austin","596103","2022",".361"
"Story, Trevor","596115","2022",".309"
"Vogelbach, Daniel","596129","2022",".290"
"Sánchez, Gary","596142","2022",".257"
"Kepler, Max","596146","2022",".249"
"Franco, Maikel","596748","2022",".262"
"Choi, Ji Man","596847","2022",".320"
"Bradley Jr., Jackie","598265","2022",".251"
"Candelario, Jeimer","600869","2022",".257"
"Daza, Yonathan","602074","2022",".347"
"Urías, Ramón","602104","2022",".287"
"Anderson, Brian","605119","2022",".291"
"Bell, Josh","605137","2022",".296"
"Betts, Mookie","605141","2022",".272"
"Caratini, Victor","605170","2022",".228"
"Davis, J.D.","605204","2022",".360"
"Castro, Harold","605612","2022",".318"
"Tapia, Raimel","606132","2022",".315"
"Hernández, Teoscar","606192","2022",".335"
"Marte, Ketel","606466","2022",".276"
"Haase, Eric","606992","2022",".316"
"Nimmo, Brandon","607043","2022",".317"
"Peterson, Jace","607054","2022",".303"
"Turner, Trea","607208","2022",".342"
"Stallings, Jacob","607732","2022",".280"
"Ramírez, José","608070","2022",".279"
"Bregman, Alex","608324","2022",".260"
"Gallo, Joey","608336","2022",".219"
"Kelly, Carson","608348","2022",".247"
"Seager, Corey","608369","2022",".242"
"Winker, Jesse","608385","2022",".251"
"Reyes, Franmil","614177","2022",".307"
"Swanson, Dansby","621020","2022",".348"
"Newman, Kevin","621028","2022",".322"
"Taylor, Chris","621035","2022",".336"
"Correa, Carlos","621043","2022",".339"
"Taylor, Tyrone","621438","2022",".272"
"Buxton, Byron","621439","2022",".244"
"Ward, Taylor","621493","2022",".325"
"Nido, Tomás","621512","2022",".314"
"Wisdom, Patrick","621550","2022",".274"
"Wendle, Joey","621563","2022",".293"
"Olson, Matt","621566","2022",".274"
"Margot, Manuel","622534","2022",".332"
"Reyes, Victor","622682","2022",".322"
"Mateo, Jorge","622761","2022",".286"
"Velazquez, Andrew","623205","2022",".274"
"Ramírez, Harold","623912","2022",".350"
"Santander, Anthony","623993","2022",".248"
"Alonso, Pete","624413","2022",".279"
"Arroyo, Christian","624414","2022",".326"
"Biggio, Cavan","624415","2022",".275"
"Frazier, Adam","624428","2022",".268"
"Trevino, Jose","624431","2022",".274"
"Gordon, Nick","624503","2022",".340"
"Soler, Jorge","624585","2022",".256"
"Hernandez, Yadiel","628450","2022",".326"
"Cronenworth, Jake","630105","2022",".275"
"Pinder, Chad","640461","2022",".313"
"Anderson, Tim","641313","2022",".347"
"Bellinger, Cody","641355","2022",".255"
"Crawford, J.P.","641487","2022",".275"
"Dozier, Hunter","641531","2022",".298"
"Guillorme, Luis","641645","2022",".317"
"Heim, Jonah","641680","2022",".249"
"Mancini III, Trey","641820","2022",".286"
"McMahon, Ryan","641857","2022",".311"
"O'Neill, Tyler","641933","2022",".277"
"Tellez, Rowdy","642133","2022",".215"
"Siri, Jose","642350","2022",".305"
"Rosario, Amed","642708","2022",".326"
"Adames, Willy","642715","2022",".278"
"Estrada, Thairo","642731","2022",".290"
"Benintendi, Andrew","643217","2022",".352"
"Cooper, Garrett","643265","2022",".340"
"Kemp, Tony","643393","2022",".259"
"Kiner-Falefa, Isiah","643396","2022",".296"
"McNeil, Jeff","643446","2022",".353"
"Robles, Victor","645302","2022",".292"
"Devers, Rafael","646240","2022",".329"
"Naylor, Josh","647304","2022",".268"
"Toro, Abraham","647351","2022",".198"
"Díaz, Aledmys","649557","2022",".256"
"Urías, Luis","649966","2022",".274"
"Arraez, Luis","650333","2022",".331"
"Jiménez, Eloy","650391","2022",".337"
"Torres, Gleyber","650402","2022",".295"
"Castro, Willi","650489","2022",".288"
"Díaz, Yandy","650490","2022",".323"
"De La Cruz, Bryan","650559","2022",".304"
"Rengifo, Luis","650859","2022",".285"
"Chapman, Matt","656305","2022",".277"
"Chavis, Michael","656308","2022",".294"
"Hoskins, Rhys","656555","2022",".292"
"Joe, Connor","656582","2022",".296"
"Mullins II, Cedric","656775","2022",".299"
"Rivera, Emmanuel","656896","2022",".275"
"Schwarber, Kyle","656941","2022",".240"
"Thomas, Lane","657041","2022",".291"
"Verdugo, Alex","657077","2022",".309"
"Laureano, Ramón","657656","2022",".262"
"Sheets, Gavin","657757","2022",".272"
"Moncada, Yoán","660162","2022",".265"
"Ohtani, Shohei","660271","2022",".320"
"Acuña Jr., Ronald","660670","2022",".331"
"Ruiz, Keibert","660688","2022",".271"
"Gonzalez, Oscar","660757","2022",".345"
"Sánchez, Jesús","660821","2022",".258"
"Contreras, William","661388","2022",".344"
"Varsho, Daulton","662139","2022",".269"
"Nootbaar, Lars","663457","2022",".248"
"Hoerner, Nico","663538","2022",".300"
"Riley, Austin","663586","2022",".315"
"Mountcastle, Ryan","663624","2022",".303"
"Hayes, Ke'Bryan","663647","2022",".307"
"Tucker, Kyle","663656","2022",".261"
"India, Jonathan","663697","2022",".305"
"Raleigh, Cal","663728","2022",".226"
"Grisham, Trent","663757","2022",".231"
"Vierling, Matt","663837","2022",".290"
"Rodgers, Brendan","663898","2022",".304"
"Lowe, Nathaniel","663993","2022",".363"
"Happ, Ian","664023","2022",".336"
"France, Ty","664034","2022",".296"
"Bader, Harrison","664056","2022",".300"
"Straw, Myles","664702","2022",".261"
"Bohm, Alec","664761","2022",".319"
"Brown, Seth","664913","2022",".273"
"McCarthy, Jake","664983","2022",".349"
"Walsh, Jared","665120","2022",".281"
"Peña, Jeremy","665161","2022",".298"
"Celestino, Gilberto","665482","2022",".310"
"Guerrero Jr., Vladimir","665489","2022",".289"
"Soto, Juan","665742","2022",".249"
"Taveras, Leody","665750","2022",".344"
"Cruz, Oneil","665833","2022",".317"
"Giménez, Andrés","665926","2022",".353"
"Lux, Gavin","666158","2022",".341"
"Bichette, Bo","666182","2022",".347"
"Carlson, Dylan","666185","2022",".281"
"Morel, Christopher","666624","2022",".320"
"Dalbec, Bobby","666915","2022",".293"
"García, Adolis","666969","2022",".309"
"Gurriel Jr., Lourdes","666971","2022",".346"
"Arozarena, Randy","668227","2022",".325"
"Reynolds, Bryan","668804","2022",".306"
"Rutschman, Adley","668939","2022",".291"
"Rojas, Josh","668942","2022",".323"
"Melendez Jr., MJ","669004","2022",".258"
"Marsh, Brandon","669016","2022",".360"
"Murphy, Sean","669221","2022",".290"
"Senzel, Nick","669222","2022",".276"
"Edman, Tommy","669242","2022",".308"
"Smith, Will","669257","2022",".276"
"Suwinski, Jack","669261","2022",".242"
"Espinal, Santiago","669289","2022",".300"
"Miranda, Jose","669304","2022",".307"
"Gorman, Nolan","669357","2022",".301"
"Allen, Nick","669397","2022",".250"
"Hays, Austin","669720","2022",".289"
"Lopez, Nicky","670032","2022",".265"
"Alvarez, Yordan","670541","2022",".320"
"Paredes, Isaac","670623","2022",".195"
"Walls, Taylor","670764","2022",".221"
"González, Luis","670768","2022",".312"
"García, Luis","671277","2022",".337"
"Harris II, Michael","671739","2022",".361"
"Kirk, Alejandro","672386","2022",".299"
"Perdomo, Geraldo","672695","2022",".243"
"Robert Jr., Luis","673357","2022",".329"
"Kim, Ha-Seong","673490","2022",".290"
"Suzuki, Seiya","673548","2022",".326"
"McCormick, Chas","676801","2022",".308"
"Franco, Wander","677551","2022",".290"
"Rodríguez, Julio","677594","2022",".345"
"Thomas, Alek","677950","2022",".263"
"Witt Jr., Bobby","677951","2022",".295"
"Torkelson, Spencer","679529","2022",".255"
"Kwan, Steven","680757","2022",".323"
"Miller, Owen","680911","2022",".290"
"Donovan, Brendan","680977","2022",".330"
"Stott, Bryson","681082","2022",".274"
"Abrams, CJ","682928","2022",".291"
"Greene, Riley","682985","2022",".354"
"Vaughn, Andrew","683734","2022",".301"
"Cabrera, Miguel","408234","2023",".317"
"Peralta, David","444482","2023",".296"
"Blackmon, Charlie","453568","2023",".307"
"Maldonado, Martín","455117","2023",".260"
"Solano, Donovan","456781","2023",".366"
"McCutchen, Andrew","457705","2023",".312"
"Turner, Justin","457759","2023",".304"
"Andrus, Elvis","462101","2023",".294"
"Santana, Carlos","467793","2023",".255"
"Belt, Brandon","474832","2023",".370"
"Gurriel Jr., Yuli","493329","2023",".272"
"Rojas, Miguel","500743","2023",".255"
"Escobar, Eduardo","500871","2023",".286"
"Pham, Tommy","502054","2023",".300"
"Martinez, J.D.","502110","2023",".324"
"Goldschmidt, Paul","502671","2023",".327"
"Altuve, Jose","514888","2023",".348"
"Segura, Jean","516416","2023",".251"
"Marte, Starling","516782","2023",".303"
"Freeman, Freddie","518692","2023",".370"
"Grandal, Yasmani","518735","2023",".284"
"Heyward, Jason","518792","2023",".291"
"LeMahieu, DJ","518934","2023",".295"
"Moustakas, Mike","519058","2023",".296"
"Rizzo, Anthony","519203","2023",".298"
"Stanton, Giancarlo","519317","2023",".210"
"Perez, Salvador","521692","2023",".294"
"Flores, Wilmer","527038","2023",".286"
"Bethancourt, Christian","542194","2023",".278"
"Ozuna, Marcell","542303","2023",".293"
"Berti, Jon","542932","2023",".349"
"Crawford, Brandon","543063","2023",".241"
"Gomes, Yan","543228","2023",".309"
"Grossman, Robbie","543257","2023",".292"
"Hicks, Aaron","543305","2023",".311"
"Semien, Marcus","543760","2023",".291"
"Springer III, George","543807","2023",".291"
"Vázquez, Christian","543877","2023",".279"
"Grichuk, Randal","545341","2023",".309"
"Trout, Mike","545361","2023",".335"
"Harper, Bryce","547180","2023",".352"
"Abreu, José","547989","2023",".276"
"Díaz, Elias","553869","2023",".324"
"Suárez, Eugenio","553993","2023",".314"
"Arenado, Nolan","571448","2023",".279"
"Farmer, Kyle","571657","2023",".311"
"Hernández, Enrique","571771","2023",".273"
"Muncy, Max","571970","2023",".221"
"Taylor, Michael A.","572191","2023",".278"
"Walker, Christian","572233","2023",".272"
"Yastrzemski, Mike","573262","2023",".286"
"Contreras, Willson","575929","2023",".311"
"Bryant, Kris","592178","2023",".270"
"Canha, Mark","592192","2023",".293"
"Castellanos, Nick","592206","2023",".337"
"Drury, Brandon","592273","2023",".308"
"Judge, Aaron","592450","2023",".300"
"Machado, Manny","592518","2023",".268"
"Pederson, Joc","592626","2023",".268"
"Realmuto, J.T.","592663","2023",".307"
"Renfroe, Hunter","592669","2023",".270"
"Rosario, Eddie","592696","2023",".300"
"Yelich, Christian","592885","2023",".342"
"Merrifield, Whit","593160","2023",".313"
"Bogaerts, Xander","593428","2023",".319"
"Polanco, Jorge","593871","2023",".310"
"Duvall, Adam","594807","2023",".299"
"Kiermaier, Kevin","595281","2023",".321"
"Profar, Jurickson","595777","2023",".279"
"Báez, Javier","595879","2023",".274"
"Lindor, Francisco","596019","2023",".277"
"Vogelbach, Daniel","596129","2023",".282"
"Kepler, Max","596146","2023",".288"
"Candelario, Jeimer","600869","2023",".292"
"Urías, Ramón","602104","2023",".355"
"Anderson, Brian","605119","2023",".309"
"Bell, Josh","605137","2023",".287"
"Betts, Mookie","605141","2023",".316"
"Davis, J.D.","605204","2023",".320"
"Arcia, Orlando","606115","2023",".301"
"Hernández, Teoscar","606192","2023",".342"
"Marte, Ketel","606466","2023",".300"
"Nimmo, Brandon","607043","2023",".324"
"Peterson, Jace","607054","2023",".270"
"Turner, Trea","607208","2023",".310"
"Ramírez, José","608070","2023",".285"
"Bregman, Alex","608324","2023",".270"
"Gallo, Joey","608336","2023",".244"
"Seager, Corey","608369","2023",".340"
"Meneses, Joey","608841","2023",".329"
"Swanson, Dansby","621020","2023",".297"
"Taylor, Chris","621035","2023",".327"
"Correa, Carlos","621043","2023",".272"
"Buxton, Byron","621439","2023",".253"
"Ward, Taylor","621493","2023",".284"
"Wisdom, Patrick","621550","2023",".237"
"Wendle, Joey","621563","2023",".264"
"Olson, Matt","621566","2023",".302"
"Margot, Manuel","622534","2023",".306"
"Mateo, Jorge","622761","2023",".267"
"Ramírez, Harold","623912","2023",".359"
"Santander, Anthony","623993","2023",".299"
"Alonso, Pete","624413","2023",".205"
"Biggio, Cavan","624415","2023",".304"
"Conforto, Michael","624424","2023",".284"
"Frazier, Adam","624428","2023",".258"
"Soler, Jorge","624585","2023",".272"
"Sosa, Edmundo","624641","2023",".306"
"Ibáñez, Andy","628451","2023",".300"
"Cronenworth, Jake","630105","2023",".267"
"Anderson, Tim","641313","2023",".323"
"Bellinger, Cody","641355","2023",".319"
"Crawford, J.P.","641487","2023",".314"
"Fraley, Jake","641584","2023",".283"
"Garver, Mitch","641598","2023",".313"
"Heim, Jonah","641680","2023",".289"
"McMahon, Ryan","641857","2023",".326"
"Smith, Dominic","642086","2023",".286"
"Tellez, Rowdy","642133","2023",".249"
"Thaiss, Matt","642136","2023",".272"
"Siri, Jose","642350","2023",".269"
"Rosario, Amed","642708","2023",".314"
"Adames, Willy","642715","2023",".259"
"Estrada, Thairo","642731","2023",".331"
"Benintendi, Andrew","643217","2023",".301"
"Cooper, Garrett","643265","2023",".324"
"Dubón, Mauricio","643289","2023",".308"
"Jansen, Danny","643376","2023",".233"
"Kemp, Tony","643393","2023",".221"
"Kiner-Falefa, Isiah","643396","2023",".289"
"McNeil, Jeff","643446","2023",".288"
"Tauchman, Mike","643565","2023",".313"
"Albies, Ozzie","645277","2023",".289"
"Devers, Rafael","646240","2023",".292"
"Naylor, Josh","647304","2023",".326"
"Díaz, Aledmys","649557","2023",".273"
"Arraez, Luis","650333","2023",".362"
"Jiménez, Eloy","650391","2023",".305"
"Torres, Gleyber","650402","2023",".288"
"Castro, Willi","650489","2023",".328"
"Díaz, Yandy","650490","2023",".367"
"De La Cruz, Bryan","650559","2023",".307"
"Rengifo, Luis","650859","2023",".293"
"Monasterio, Andruw","655316","2023",".326"
"Chapman, Matt","656305","2023",".319"
"Joe, Connor","656582","2023",".311"
"McKinstry, Zach","656716","2023",".284"
"Mullins II, Cedric","656775","2023",".271"
"O'Hearn, Ryan","656811","2023",".340"
"Schwarber, Kyle","656941","2023",".209"
"Thomas, Lane","657041","2023",".325"
"Verdugo, Alex","657077","2023",".294"
"Wong, Connor","657136","2023",".341"
"DeJong, Paul","657557","2023",".264"
"Laureano, Ramón","657656","2023",".301"
"Sheets, Gavin","657757","2023",".222"
"Olivares, Edward","658668","2023",".289"
"Moncada, Yoán","660162","2023",".350"
"Ohtani, Shohei","660271","2023",".342"
"Acuña Jr., Ronald","660670","2023",".338"
"Ruiz, Keibert","660688","2023",".263"
"Montero, Elehuris","660707","2023",".352"
"Sánchez, Jesús","660821","2023",".321"
"Contreras, William","661388","2023",".348"
"Varsho, Daulton","662139","2023",".256"
"Nootbaar, Lars","663457","2023",".307"
"Hoerner, Nico","663538","2023",".312"
"Riley, Austin","663586","2023",".324"
"Mountcastle, Ryan","663624","2023",".315"
"Hayes, Ke'Bryan","663647","2023",".315"
"Tucker, Kyle","663656","2023",".289"
"India, Jonathan","663697","2023",".281"
"Raleigh, Cal","663728","2023",".273"
"Fortes, Nick","663743","2023",".234"
"Grisham, Trent","663757","2023",".264"
"Vierling, Matt","663837","2023",".321"
"Stephenson, Tyler","663886","2023",".314"
"Lowe, Nathaniel","663993","2023",".329"
"Happ, Ian","664023","2023",".299"
"France, Ty","664034","2023",".294"
"Lowe, Brandon","664040","2023",".275"
"Bader, Harrison","664056","2023",".261"
"Straw, Myles","664702","2023",".295"
"Isbel, Kyle","664728","2023",".283"
"Bohm, Alec","664761","2023",".296"
"Wade Jr., LaMonte","664774","2023",".290"
"Brown, Seth","664913","2023",".270"
"McCarthy, Jake","664983","2023",".305"
"Peña, Jeremy","665161","2023",".323"
"Tatis Jr., Fernando","665487","2023",".299"
"Guerrero Jr., Vladimir","665489","2023",".277"
"Soto, Juan","665742","2023",".296"
"Taveras, Leody","665750","2023",".318"
"Cabrera, Oswaldo","665828","2023",".260"
"Chisholm Jr., Jazz","665862","2023",".318"
"Ruiz, Esteury","665923","2023",".315"
"Giménez, Andrés","665926","2023",".289"
"Jones, Nolan","666134","2023",".401"
"Kirilloff, Alex","666135","2023",".337"
"Lowe, Josh","666139","2023",".357"
"Moniak, Mickey","666160","2023",".397"
"Sabol, Blake","666165","2023",".330"
"Benson, Will","666181","2023",".391"
"Bichette, Bo","666182","2023",".355"
"Julien, Edouard","666397","2023",".371"
"Morel, Christopher","666624","2023",".303"
"García, Adolis","666969","2023",".280"
"Gurriel Jr., Lourdes","666971","2023",".282"
"Julks, Corey","667452","2023",".306"
"Rooker Jr., Brent","667670","2023",".317"
"Arozarena, Randy","668227","2023",".310"
"Pratto, Nick","668472","2023",".388"
"Rogers, Jake","668670","2023",".268"
"Bleday, JJ","668709","2023",".226"
"Steer, Spencer","668715","2023",".318"
"Baddoo, Akil","668731","2023",".268"
"Reynolds, Bryan","668804","2023",".304"
"Turang, Brice","668930","2023",".268"
"Rutschman, Adley","668939","2023",".303"
"Rojas, Josh","668942","2023",".313"
"Melendez Jr., MJ","669004","2023",".311"
"Marsh, Brandon","669016","2023",".397"
"Langeliers, Shea","669127","2023",".246"
"Murphy, Sean","669221","2023",".286"
"Senzel, Nick","669222","2023",".269"
"Edman, Tommy","669242","2023",".275"
"Smith, Will","669257","2023",".277"
"Suwinski, Jack","669261","2023",".290"
"Gorman, Nolan","669357","2023",".296"
"Burger, Jake","669394","2023",".284"
"Allen, Nick","669397","2023",".253"
"Hays, Austin","669720","2023",".345"
"Call, Alex","669743","2023",".230"
"Raley, Luke","670042","2023",".330"
"Alvarez, Yordan","670541","2023",".306"
"Paredes, Isaac","670623","2023",".257"
"Walls, Taylor","670764","2023",".261"
"Friedl Jr., TJ","670770","2023",".308"
"Casas, Triston","671213","2023",".317"
"Waters, Drew","671221","2023",".321"
"García, Luis","671277","2023",".286"
"Harris II, Michael","671739","2023",".334"
"Bailey, Patrick","672275","2023",".314"
"Kelenic, Jarred","672284","2023",".359"
"Arias, Gabriel","672356","2023",".290"
"Kirk, Alejandro","672386","2023",".265"
"Moreno, Gabriel","672515","2023",".338"
"Garcia, Maikel","672580","2023",".344"
"Perdomo, Geraldo","672695","2023",".295"
"Diaz, Yainer","673237","2023",".292"
"Robert Jr., Luis","673357","2023",".314"
"Kim, Ha-Seong","673490","2023",".306"
"Suzuki, Seiya","673548","2023",".341"
"Jung, Josh","673962","2023",".340"
"Noda, Ryan","676116","2023",".347"
"Burleson, Alec","676475","2023",".261"
"Meyers, Jake","676694","2023",".283"
"McCormick, Chas","676801","2023",".331"
"Franco, Wander","677551","2023",".297"
"Rodríguez, Julio","677594","2023",".330"
"Duran, Ezequiel","677649","2023",".358"
"Thomas, Alek","677950","2023",".273"
"Witt Jr., Bobby","677951","2023",".295"
"Bae, Ji Hwan","678225","2023",".310"
"Vargas, Miguel","678246","2023",".224"
"Tovar, Ezequiel","678662","2023",".328"
"Torkelson, Spencer","679529","2023",".269"
"McLain, Matt","680574","2023",".385"
"Kwan, Steven","680757","2023",".294"
"Duran, Jarren","680776","2023",".381"
"Jeffers, Ryan","680777","2023",".359"
"Gelof, Zack","680869","2023",".331"
"Miller, Owen","680911","2023",".310"
"Donovan, Brendan","680977","2023",".311"
"Stott, Bryson","681082","2023",".312"
"Carpenter, Kerry","681481","2023",".338"
"Outman, James","681546","2023",".343"
"Alvarez, Francisco","682626","2023",".222"
"De La Cruz, Elly","682829","2023",".336"
"Abrams, CJ","682928","2023",".279"
"Greene, Riley","682985","2023",".384"
"Carroll, Corbin","682998","2023",".325"
"Henderson, Gunnar","683002","2023",".306"
"Volpe, Anthony","683011","2023",".259"
"Baty, Brett","683146","2023",".280"
"Vaughn, Andrew","683734","2023",".299"
"Doyle, Brenton","686668","2023",".295"
"Massey, Michael","686681","2023",".261"
"Brennan, Will","686823","2023",".296"
"Wiemer Jr., Joey","686894","2023",".258"
"Neto, Zach","687263","2023",".272"
